_1,_2,_3,_4,_5,_6,_7
Sahibinden Feslikanın merkezi Restaurant projelik taşduvarli,2,2,Yok,693,4.850.000 TL,
ANTALYA LARA GÜZELOBA DA 1275 M2 5 KATLI ASANSÖRLÜ SATILIK BİNA,5,5 +,VRV,1.275,120.000.000 TL,
Saltun'dan Antalya Manavgat Side'de Satılık Komple Bina,4,2,Klima,430,15.000.000 TL,
KEMER MERKEZ'DE SATILIK CADDEYE CEPHE BİNA,1,5 +,Klima,1.005,65.000.000 TL,
"ANTALYA'DA ÜNİVERSİTEYE YAKIN, APART'A UYGUN SATILIK BİNA",4,1,Klima,730,20.750.000 TL,
MG EMLAK TAN SATILIK BİNA.,3,1,Klima,330,8.980.000 TL,
DÖŞEMEALTI YENİKÖYDE ARSA FİYATINA 4 KATLI SIFIR LÜKS BİNA,4,1,Doğalgaz (Kombi),105,15.100.000 TL,
GÜNDOĞDU'DA 4 DAİRE VE 1 DÜKKANI OLAN APARTMAN SATIŞTA,4,1,Klima,350,7.000.000 TL,
ÜNALOĞLUNDAN KALEİÇİ MERKEZDE MANZARALI KOMPLE SATILIK BİNA,2,1,Yok,120,25.000.000 TL,
Korkuteli Söğütçük'de 3 Ayrı Kat Mülkiyetli Mesken Tapulu Bina,3,1,Soba,450,6.250.000 TL,
GÖKHAN ÜÇGÜN'DEN LARA KENT SİTESİ'NİN TAM MERKEZİNDE TİCARİ BİNA,3,1,Yok,881,33.000.000 TL,
ANTALYA MURATPAŞA KALEİÇİ'NDE SATILIK KOMPLE TİCARİ BİNA,2,4,Yok,355,32.500.000 TL,
FIRSAT AKSEKİDE SAHİBİNDEN SATILIK 5+1 DUBLEKS MÜSTAKİL EV,2,1,Kalorifer,220,3.100.000 TL,
ANTALYA MANAVGAT'IN EN AKTİF CADDESİNDE KOMPLE SATILIK BİNA,4,2,Klima,1.163,65.000.000 TL,
DENİZE YAKIN YABANCIYA UYGUN BARINAKLARDA GÜNEY CEPHE TİCARİ LÜX,5,1,Doğalgaz (Kombi),650,95.000.000 TL,
,,,,,,
Alanya Bademağacıda Satılık 922 m2 Tarla ve 4 Katlı Ev,4,1,Yok,78,5.700.000 TL,
AYSA'DAN BELEK'TE İKİ BLOKLU SİTE İÇİNDE KOMPLE BİR BLOK,3,2,Doğalgaz (Kombi),600,50.000.000 TL,
KALEİÇİ-ANTALYA da SATILIK BİNA KÖŞK,2,1,Klima,330,32.500.000 TL,
ANTALYA MANZARALI DUBLEX KAPALI OTOPARKLI,1,2,Yerden Isıtma,120,3.500.000 TL,
KALEDE PANORAMİK GÖRÜNTÜLÜ BİNAMIZ SATILIKTIR.,4,2,Klima,350,28.000.000 TL,
8 ADET 1+1 DAİRE 1 TANE DÜKKAN VE KAFE İŞLETMESİY'LE SATILIK,4,2,Klima,65,47.900.000 TL,
HÜSNÜ KARAKAŞ' MERKEZINDE KOMPLE SATILIK SIFIR BİNA,3,2,Klima,318,14.500.000 TL,
KÜLTÜRDE KOMPLE EŞYALI SATILIK BİNA,3,2,Klima,250,25.000.000 TL,
DEMRE MERKEZDE SATILIK DAİRE FULL CADDE MANZARALI,5,3,Klima,100,3.000.000 TL,
AHATLIDA KOMPLE SATILIK SIFIR BİNA,3,2,Klima,350,16.495.000 TL,
ŞEHİR MERKEZİNDE 430 m2 430 m2 IN THE CITY CENTER,3,1,Klima,120,11.000.000 TL,
** ESKİ SANAYİ'DE HARİKA KONUM'DA KOMPLE BİNA **,5,1,Klima,1.000,28.750.000 TL,
3 KATLI AVANTAJLI BİNA,3,1,Klima,72,3.650.000 TL,
SUTCULER HÜSNÜ KARAKAŞTA SATILIK SIFIR BINA,3,2,Klima,380,16.600.000 TL,
KEPEZ'DE SATILIK YENİ BİNA 360M2 ARSA,3,1,Klima,362,9.900.000 TL,
Çağlayan-Mura­tpaşa/Antalya da SATILIK BİNA,3,1,Doğalgaz (Kombi),500,57.500.000 TL,
KONYAALTI ALTINYAKA ATM'LER KAVŞAĞINDA 5 KATLI BİNA,5,2,Klima,300,74.500.000 TL,
Şehir Merkezinde 2 Adet Satılık Bina,3,1,Klima,293,50.000.000 TL,
FENER LARA ESKİ YOLU 1000M2 KAPALI 5 DAİRE 1 DÜKKAN ARSA 651M2,3,2,Yok,1.000,135.000.000 TL,
ALANYA KESTEL SATILIK 4+1 FUL AKTİVİTELİ,5,5 +,Klima,200,6.500.000 TL,
Konyaalti Gursuda Denize 100m Sahibinden Komple Satılık Bina,4,2,Kalorifer,900,114.000.000 TL,
